player_id,activity_date,activity_date_key
P00171,2024-11-02,20241102
P00171,2025-12-02,20251202
P00171,2024-09-26,20240926
P00172,2025-03-21,20250321
P00172,2025-04-07,20250407
P00173,2025-06-20,20250620
P00173,2025-12-18,20251218
P00174,2024-09-11,20240911
P00174,2024-07-09,20240709
P00174,2025-04-12,20250412
P00175,2024-10-29,20241029
P00175,2025-04-28,20250428
P00176,2025-05-16,20250516
P00177,2024-05-12,20240512
P00177,2025-09-05,20250905
P00177,2024-06-10,20240610
P00177,2025-03-17,20250317
P00177,2024-09-05,20240905
P00177,2024-12-22,20241222
P00178,2025-09-22,20250922
P00178,2025-04-24,20250424
P00178,2024-09-22,20240922
P00178,2024-11-01,20241101
P00178,2024-04-04,20240404
P00178,2025-01-13,20250113
P00178,2024-07-23,20240723
P00179,2025-06-11,20250611
P00179,2025-07-03,20250703
P00179,2025-12-13,20251213
P00179,2025-10-25,20251025
P00179,2024-08-17,20240817
P00180,2024-11-25,20241125
P00181,2025-10-01,20251001
P00181,2025-06-20,20250620
P00181,2025-08-23,20250823
P00181,2025-01-28,20250128
P00181,2025-09-16,20250916
P00181,2025-12-15,20251215
P00181,2025-02-17,20250217
P00181,2025-04-08,20250408
P00181,2025-07-28,20250728
P00182,2025-12-16,20251216
P00182,2024-09-16,20240916
P00182,2025-06-11,20250611
P00182,2025-02-21,20250221
P00182,2024-10-04,20241004
P00182,2025-10-13,20251013
P00183,2025-10-13,20251013
P00183,2025-06-15,20250615
P00183,2025-02-28,20250228
P00183,2024-06-23,20240623
P00183,2025-07-12,20250712
P00183,2025-08-26,20250826
P00183,2024-09-04,20240904
P00183,2024-07-26,20240726
P00183,2025-04-08,20250408
P00183,2024-08-09,20240809
P00184,2025-06-10,20250610
P00184,2025-10-27,20251027
P00184,2025-03-13,20250313
P00185,2024-07-14,20240714
P00185,2024-10-18,20241018
P00186,2025-02-05,20250205
P00186,2025-10-06,20251006
P00186,2025-05-06,20250506
P00186,2025-07-30,20250730
P00186,2025-12-22,20251222
P00187,2025-12-12,20251212
P00187,2025-09-06,20250906
P00187,2025-02-09,20250209
P00187,2025-05-16,20250516
P00187,2024-12-04,20241204
P00187,2025-03-03,20250303
P00187,2025-10-28,20251028
P00187,2025-07-16,20250716
P00187,2024-11-24,20241124
P00188,2025-03-27,20250327
P00188,2024-08-29,20240829
P00188,2025-12-02,20251202
P00188,2025-10-17,20251017
P00188,2024-11-11,20241111
P00189,2025-08-10,20250810
P00189,2025-07-04,20250704
P00189,2025-02-05,20250205
P00190,2025-10-24,20251024
P00190,2025-04-23,20250423
P00190,2024-05-27,20240527
P00191,2024-12-27,20241227
P00191,2025-06-26,20250626
P00191,2025-09-14,20250914
P00191,2025-10-17,20251017
P00192,2025-04-24,20250424
P00192,2024-08-13,20240813
P00192,2024-11-09,20241109
P00192,2025-06-29,20250629
P00192,2025-01-04,20250104
P00192,2025-09-05,20250905
P00192,2024-10-11,20241011
P00193,2025-09-08,20250908
P00193,2025-12-09,20251209
P00193,2024-04-16,20240416
P00193,2024-09-19,20240919
P00193,2025-11-16,20251116
P00193,2024-12-07,20241207
P00193,2024-05-14,20240514
P00193,2025-05-28,20250528
P00194,2025-01-03,20250103
P00194,2025-06-02,20250602
P00194,2025-04-25,20250425
P00194,2025-07-17,20250717
P00194,2024-09-23,20240923
P00194,2025-12-21,20251221
P00195,2024-09-19,20240919
P00195,2025-01-22,20250122
P00196,2025-09-22,20250922
P00196,2025-12-04,20251204
P00196,2025-11-07,20251107
P00196,2025-02-16,20250216
P00196,2024-04-24,20240424
P00196,2025-05-22,20250522
P00196,2024-06-21,20240621
P00197,2025-03-25,20250325
P00197,2025-02-17,20250217
P00197,2025-07-04,20250704
P00198,2025-07-02,20250702
P00198,2024-04-27,20240427
P00198,2025-05-09,20250509
P00198,2024-11-29,20241129
P00198,2025-11-09,20251109
P00198,2025-02-13,20250213
P00198,2025-01-06,20250106
P00198,2024-12-06,20241206
P00198,2025-08-20,20250820
P00198,2025-12-20,20251220
P00199,2025-01-11,20250111
P00200,2025-10-01,20251001
P00200,2025-02-05,20250205
P00200,2025-06-27,20250627
P00200,2025-08-16,20250816
P00200,2025-12-06,20251206
P00200,2025-09-08,20250908
P00200,2025-11-13,20251113
P00200,2025-03-16,20250316
P00200,2024-12-30,20241230
P00201,2025-10-19,20251019
P00201,2024-04-18,20240418
P00201,2025-11-20,20251120
P00201,2025-09-16,20250916
P00201,2025-06-08,20250608
P00201,2025-08-28,20250828
P00201,2025-04-01,20250401
P00202,2025-11-22,20251122
P00202,2025-04-05,20250405
P00202,2024-10-27,20241027
P00203,2025-02-26,20250226
P00204,2025-04-02,20250402
P00204,2025-12-28,20251228
P00204,2025-03-24,20250324
P00205,2024-07-21,20240721
P00205,2025-04-02,20250402
P00205,2024-08-22,20240822
P00205,2024-11-03,20241103
P00205,2025-11-06,20251106
P00205,2025-02-15,20250215
P00205,2024-09-27,20240927
P00205,2025-06-10,20250610
P00205,2025-09-09,20250909
P00206,2025-04-13,20250413
P00206,2025-08-28,20250828
P00206,2024-10-01,20241001
P00206,2025-10-17,20251017
P00206,2025-09-13,20250913
P00206,2025-05-04,20250504
P00206,2025-03-07,20250307
P00206,2024-11-17,20241117
P00206,2025-07-09,20250709
P00207,2025-08-04,20250804
P00207,2024-12-29,20241229
P00208,2024-07-11,20240711
P00208,2024-10-16,20241016
P00209,2025-04-24,20250424
P00209,2025-11-14,20251114
P00209,2024-12-03,20241203
P00209,2025-03-10,20250310
P00209,2024-11-06,20241106
P00209,2025-12-01,20251201
P00210,2025-11-26,20251126
P00210,2024-05-11,20240511
P00211,2024-12-11,20241211
P00211,2025-11-26,20251126
P00211,2025-08-25,20250825
P00211,2025-02-13,20250213
P00211,2025-05-04,20250504
P00211,2025-12-22,20251222
P00211,2025-10-07,20251007
P00211,2025-06-29,20250629
P00211,2025-04-11,20250411
P00212,2024-11-21,20241121
P00212,2025-09-18,20250918
P00212,2025-07-07,20250707
P00213,2025-01-23,20250123
P00213,2025-12-14,20251214
P00213,2025-05-23,20250523
P00213,2025-08-05,20250805
P00213,2024-09-04,20240904
P00213,2025-04-14,20250414
P00213,2025-10-10,20251010
P00213,2025-09-17,20250917
P00213,2025-02-10,20250210
P00213,2025-03-26,20250326
P00214,2025-12-29,20251229
P00214,2025-03-15,20250315
P00214,2024-06-05,20240605
P00214,2025-04-23,20250423
P00215,2024-07-11,20240711
P00216,2025-07-01,20250701
P00216,2024-06-30,20240630
P00216,2024-09-01,20240901
P00216,2024-02-19,20240219
P00216,2025-05-03,20250503
P00216,2025-09-10,20250910
P00217,2025-09-03,20250903
P00217,2024-09-07,20240907
P00217,2025-02-26,20250226
P00218,2025-03-24,20250324
P00218,2025-01-01,20250101
P00219,2024-09-25,20240925
P00219,2025-01-08,20250108
P00219,2025-03-18,20250318
P00220,2024-09-20,20240920
P00220,2025-05-29,20250529
P00220,2025-11-27,20251127
P00220,2025-04-10,20250410
P00220,2025-07-29,20250729
P00221,2025-01-24,20250124
P00221,2025-11-15,20251115
P00222,2025-05-05,20250505
P00223,2025-11-30,20251130
P00223,2025-02-10,20250210
P00223,2025-08-12,20250812
P00224,2024-11-18,20241118
P00224,2025-07-30,20250730
P00225,2025-11-23,20251123
P00225,2024-12-23,20241223
P00225,2025-01-06,20250106
P00225,2025-08-24,20250824
P00225,2025-03-20,20250320
P00225,2024-06-26,20240626
P00225,2025-09-05,20250905
P00225,2024-11-20,20241120
P00225,2024-08-12,20240812
P00226,2025-06-24,20250624
P00227,2025-12-27,20251227
P00227,2025-06-20,20250620
P00228,2025-04-11,20250411
P00228,2024-11-30,20241130
P00228,2025-02-28,20250228
P00228,2025-06-16,20250616
P00228,2025-03-21,20250321
P00228,2025-05-03,20250503
P00228,2025-01-22,20250122
P00228,2025-09-06,20250906
P00229,2025-09-04,20250904
P00230,2025-03-18,20250318
P00230,2025-09-04,20250904
P00230,2024-04-22,20240422
P00230,2024-09-17,20240917
P00230,2025-07-10,20250710
P00230,2025-05-20,20250520
P00230,2024-08-06,20240806
P00230,2025-06-25,20250625
P00230,2025-04-14,20250414
P00230,2025-12-11,20251211
P00231,2024-10-01,20241001
P00231,2025-07-15,20250715
P00231,2025-08-08,20250808
P00231,2024-07-12,20240712
P00231,2024-09-22,20240922
P00231,2025-02-22,20250222
P00231,2024-08-18,20240818
P00231,2024-12-15,20241215
P00232,2025-08-13,20250813
P00232,2024-12-13,20241213
P00232,2025-12-02,20251202
P00233,2025-12-15,20251215
P00233,2025-05-24,20250524
P00233,2025-01-16,20250116
P00233,2024-09-27,20240927
P00233,2024-07-21,20240721
P00233,2024-11-23,20241123
P00233,2025-08-24,20250824
P00233,2025-02-09,20250209
P00233,2024-05-03,20240503
P00234,2025-09-14,20250914
P00234,2024-06-11,20240611
P00235,2025-07-11,20250711
P00235,2025-08-14,20250814
P00235,2025-01-08,20250108
P00235,2025-12-29,20251229
P00235,2024-07-30,20240730
P00235,2025-03-24,20250324
P00235,2024-09-28,20240928
P00235,2025-10-10,20251010
P00235,2024-11-07,20241107
P00235,2025-09-28,20250928
P00236,2025-02-06,20250206
P00236,2024-05-10,20240510
P00237,2025-12-25,20251225
P00237,2024-10-16,20241016
P00237,2024-12-18,20241218
P00238,2025-04-09,20250409
P00238,2025-12-31,20251231
P00238,2025-09-12,20250912
