campaign_id,email_id,player_id,offer_id,email_sent_datetime,is_bounced,is_opened,cta_clicked,bounce_reason
CMP_2026_REACT_LAPSED_01,E000084,P00084,OFF_FS10,2026-01-05 15:43:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000085,P00085,OFF_MATCH20_100,2026-01-05 18:20:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000086,P00086,OFF_MATCH20_100,2026-01-03 12:58:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000087,P00087,OFF_FS10,2026-01-05 16:52:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000088,P00088,OFF_MATCH20_100,2026-01-05 11:52:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000089,P00089,OFF_MATCH20_100,2026-01-02 11:51:00,True,False,False,Invalid address
CMP_2026_REACT_LAPSED_01,E000090,P00090,OFF_FS10,2026-01-05 19:23:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000091,P00091,OFF_MATCH20_100,2026-01-03 15:17:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000092,P00092,OFF_FS10,2026-01-05 09:30:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000093,P00093,OFF_MATCH20_100,2026-01-04 08:26:00,True,False,False,Unknown user
CMP_2026_REACT_LAPSED_01,E000094,P00094,OFF_MATCH20_100,2026-01-03 19:45:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000095,P00095,OFF_FS10,2026-01-03 08:44:00,True,False,False,Blocked
CMP_2026_REACT_LAPSED_01,E000096,P00096,OFF_MATCH20_100,2026-01-03 14:15:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000097,P00097,OFF_FS10,2026-01-03 08:40:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000098,P00098,OFF_MATCH20_100,2026-01-03 17:18:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000099,P00099,OFF_MATCH20_100,2026-01-05 15:54:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000100,P00100,OFF_FS10,2026-01-05 15:17:00,True,False,False,Unknown user
CMP_2026_REACT_LAPSED_01,E000101,P00101,OFF_MATCH20_100,2026-01-04 11:57:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000102,P00102,OFF_FS10,2026-01-05 09:34:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000103,P00103,OFF_MATCH20_100,2026-01-04 10:05:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000104,P00104,OFF_FS10,2026-01-04 14:59:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000105,P00105,OFF_FS10,2026-01-03 09:35:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000106,P00106,OFF_MATCH20_100,2026-01-05 20:01:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000107,P00107,OFF_MATCH20_100,2026-01-05 19:16:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000108,P00108,OFF_MATCH20_100,2026-01-05 10:57:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000109,P00109,OFF_MATCH20_100,2026-01-04 10:21:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000110,P00110,OFF_FS10,2026-01-05 15:58:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000111,P00111,OFF_MATCH20_100,2026-01-02 17:34:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000112,P00112,OFF_FS10,2026-01-02 18:36:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000113,P00113,OFF_FS10,2026-01-03 14:09:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000114,P00114,OFF_MATCH20_100,2026-01-05 11:12:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000115,P00115,OFF_FS10,2026-01-03 10:06:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000116,P00116,OFF_FS10,2026-01-03 13:08:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000117,P00117,OFF_MATCH20_100,2026-01-02 18:30:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000118,P00118,OFF_FS10,2026-01-05 09:02:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000119,P00119,OFF_MATCH20_100,2026-01-04 13:49:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000120,P00120,OFF_MATCH20_100,2026-01-04 16:52:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000121,P00121,OFF_FS10,2026-01-02 09:28:00,True,False,False,Blocked
CMP_2026_REACT_LAPSED_01,E000122,P00122,OFF_FS10,2026-01-02 10:42:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000123,P00123,OFF_FS10,2026-01-03 20:49:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000124,P00124,OFF_MATCH20_100,2026-01-02 15:52:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000125,P00125,OFF_FS10,2026-01-05 12:12:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000126,P00126,OFF_FS10,2026-01-05 08:20:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000127,P00127,OFF_FS10,2026-01-05 11:21:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000128,P00128,OFF_MATCH20_100,2026-01-02 19:57:00,True,False,False,Invalid address
CMP_2026_REACT_LAPSED_01,E000129,P00129,OFF_FS10,2026-01-02 12:45:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000130,P00130,OFF_MATCH20_100,2026-01-05 11:13:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000131,P00131,OFF_FS10,2026-01-02 12:55:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000132,P00132,OFF_MATCH20_100,2026-01-04 15:18:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000133,P00133,OFF_MATCH20_100,2026-01-04 14:06:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000134,P00134,OFF_FS10,2026-01-04 10:06:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000135,P00135,OFF_MATCH20_100,2026-01-05 09:09:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000136,P00136,OFF_FS10,2026-01-05 10:01:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000137,P00137,OFF_MATCH20_100,2026-01-05 20:37:00,True,False,False,Blocked
CMP_2026_REACT_LAPSED_01,E000138,P00138,OFF_MATCH20_100,2026-01-03 19:52:00,True,False,False,Mailbox full
CMP_2026_REACT_LAPSED_01,E000139,P00139,OFF_FS10,2026-01-04 13:08:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000140,P00140,OFF_FS10,2026-01-05 10:23:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000141,P00141,OFF_FS10,2026-01-05 12:38:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000142,P00142,OFF_FS10,2026-01-03 13:23:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000143,P00143,OFF_FS10,2026-01-02 18:10:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000144,P00144,OFF_FS10,2026-01-02 14:24:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000145,P00145,OFF_MATCH20_100,2026-01-05 14:22:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000146,P00146,OFF_FS10,2026-01-03 15:51:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000147,P00147,OFF_MATCH20_100,2026-01-02 09:58:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000148,P00148,OFF_FS10,2026-01-04 10:51:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000149,P00149,OFF_FS10,2026-01-04 17:55:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000150,P00150,OFF_MATCH20_100,2026-01-03 14:03:00,True,False,False,Blocked
CMP_2026_REACT_LAPSED_01,E000151,P00151,OFF_MATCH20_100,2026-01-04 14:42:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000152,P00152,OFF_FS10,2026-01-03 20:58:00,False,True,True,
CMP_2026_REACT_LAPSED_01,E000153,P00153,OFF_FS10,2026-01-02 08:31:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000154,P00154,OFF_MATCH20_100,2026-01-05 20:22:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000155,P00155,OFF_FS10,2026-01-05 12:28:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000156,P00156,OFF_FS10,2026-01-03 11:26:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000157,P00157,OFF_MATCH20_100,2026-01-04 10:48:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000158,P00158,OFF_MATCH20_100,2026-01-05 14:07:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000159,P00159,OFF_MATCH20_100,2026-01-03 13:20:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000160,P00160,OFF_MATCH20_100,2026-01-02 12:38:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000161,P00161,OFF_FS10,2026-01-02 16:19:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000162,P00162,OFF_MATCH20_100,2026-01-03 14:36:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000163,P00163,OFF_MATCH20_100,2026-01-03 10:28:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000164,P00164,OFF_MATCH20_100,2026-01-03 12:31:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000165,P00165,OFF_MATCH20_100,2026-01-04 08:12:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000166,P00166,OFF_FS10,2026-01-02 12:40:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000167,P00167,OFF_FS10,2026-01-02 19:22:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000168,P00168,OFF_FS10,2026-01-04 12:23:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000169,P00169,OFF_MATCH20_100,2026-01-04 13:30:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000170,P00170,OFF_MATCH20_100,2026-01-04 10:40:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000171,P00171,OFF_FS10,2026-01-02 10:06:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000172,P00172,OFF_MATCH20_100,2026-01-04 20:56:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000173,P00173,OFF_FS10,2026-01-02 08:20:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000174,P00174,OFF_MATCH20_100,2026-01-04 17:30:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000175,P00175,OFF_FS10,2026-01-05 12:06:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000176,P00176,OFF_FS10,2026-01-04 16:59:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000177,P00177,OFF_FS10,2026-01-04 17:12:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000178,P00178,OFF_FS10,2026-01-02 11:36:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000179,P00179,OFF_MATCH20_100,2026-01-03 17:25:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000180,P00180,OFF_FS10,2026-01-03 18:52:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000181,P00181,OFF_MATCH20_100,2026-01-04 12:25:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000182,P00182,OFF_MATCH20_100,2026-01-04 20:35:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000183,P00183,OFF_FS10,2026-01-03 13:57:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000184,P00184,OFF_MATCH20_100,2026-01-03 15:42:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000185,P00185,OFF_FS10,2026-01-05 13:20:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000186,P00186,OFF_MATCH20_100,2026-01-03 18:04:00,True,False,False,Unknown user
CMP_2026_REACT_LAPSED_01,E000187,P00187,OFF_FS10,2026-01-04 13:03:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000188,P00188,OFF_MATCH20_100,2026-01-02 12:22:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000189,P00189,OFF_FS10,2026-01-03 12:29:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000190,P00190,OFF_FS10,2026-01-02 09:57:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000191,P00191,OFF_MATCH20_100,2026-01-02 09:06:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000192,P00192,OFF_FS10,2026-01-04 17:16:00,True,False,False,Unknown user
CMP_2026_REACT_LAPSED_01,E000193,P00193,OFF_MATCH20_100,2026-01-05 13:48:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000194,P00194,OFF_MATCH20_100,2026-01-03 11:23:00,False,True,True,
CMP_2026_REACT_LAPSED_01,E000195,P00195,OFF_FS10,2026-01-03 17:13:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000196,P00196,OFF_MATCH20_100,2026-01-05 12:11:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000197,P00197,OFF_MATCH20_100,2026-01-03 17:32:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000198,P00198,OFF_FS10,2026-01-02 08:35:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000199,P00199,OFF_MATCH20_100,2026-01-05 18:15:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000200,P00200,OFF_FS10,2026-01-02 09:46:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000201,P00201,OFF_MATCH20_100,2026-01-03 19:26:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000202,P00202,OFF_FS10,2026-01-05 16:32:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000203,P00203,OFF_MATCH20_100,2026-01-04 20:49:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000204,P00204,OFF_MATCH20_100,2026-01-02 20:10:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000205,P00205,OFF_MATCH20_100,2026-01-03 18:45:00,False,True,True,
CMP_2026_REACT_LAPSED_01,E000206,P00206,OFF_FS10,2026-01-03 20:13:00,False,True,True,
CMP_2026_REACT_LAPSED_01,E000207,P00207,OFF_MATCH20_100,2026-01-03 17:32:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000208,P00208,OFF_FS10,2026-01-04 20:59:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000209,P00209,OFF_MATCH20_100,2026-01-05 09:42:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000210,P00210,OFF_FS10,2026-01-02 16:22:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000211,P00211,OFF_FS10,2026-01-02 12:02:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000212,P00212,OFF_MATCH20_100,2026-01-05 08:12:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000213,P00213,OFF_MATCH20_100,2026-01-05 15:58:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000214,P00214,OFF_MATCH20_100,2026-01-05 14:48:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000215,P00215,OFF_MATCH20_100,2026-01-03 15:34:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000216,P00216,OFF_FS10,2026-01-02 16:33:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000217,P00217,OFF_FS10,2026-01-02 14:56:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000218,P00218,OFF_FS10,2026-01-03 16:34:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000219,P00219,OFF_MATCH20_100,2026-01-02 16:08:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000220,P00220,OFF_FS10,2026-01-05 11:13:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000221,P00221,OFF_FS10,2026-01-03 15:37:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000222,P00222,OFF_FS10,2026-01-04 19:42:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000223,P00223,OFF_FS10,2026-01-03 10:40:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000224,P00224,OFF_FS10,2026-01-04 18:19:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000225,P00225,OFF_FS10,2026-01-05 10:42:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000226,P00226,OFF_FS10,2026-01-05 14:00:00,True,False,False,Blocked
CMP_2026_REACT_LAPSED_01,E000227,P00227,OFF_FS10,2026-01-05 16:14:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000228,P00228,OFF_MATCH20_100,2026-01-04 10:48:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000229,P00229,OFF_FS10,2026-01-05 16:44:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000230,P00230,OFF_MATCH20_100,2026-01-02 15:57:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000231,P00231,OFF_MATCH20_100,2026-01-02 16:01:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000232,P00232,OFF_FS10,2026-01-03 13:56:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000233,P00233,OFF_FS10,2026-01-05 12:03:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000234,P00234,OFF_MATCH20_100,2026-01-03 16:46:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000235,P00235,OFF_FS10,2026-01-02 09:37:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000236,P00236,OFF_MATCH20_100,2026-01-03 15:07:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000237,P00237,OFF_MATCH20_100,2026-01-05 08:17:00,True,False,False,Invalid address
CMP_2026_REACT_LAPSED_01,E000238,P00238,OFF_FS10,2026-01-05 13:11:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000239,P00239,OFF_MATCH20_100,2026-01-03 14:43:00,False,True,False,
CMP_2026_REACT_LAPSED_01,E000240,P00240,OFF_MATCH20_100,2026-01-03 14:16:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000241,P00241,OFF_MATCH20_100,2026-01-02 13:30:00,False,False,False,
CMP_2026_REACT_LAPSED_01,E000242,P00242,OFF_MATCH20_100,2026-01-02 12:36:00,False,False,False,
