campaign_id,player_id,offer_id,email_sent_date,country,segment,platform_preference,lapsed_days,last_purchase_date
CMP_2026_REACT_LAPSED_01,P00025,OFF_MATCH20_100,2026-01-02,BE,Casual,Web,492,2024-07-13
CMP_2026_REACT_LAPSED_01,P00026,OFF_FS10,2026-01-02,FR,Casual,iOS,716,2023-09-29
CMP_2026_REACT_LAPSED_01,P00027,OFF_FS10,2026-01-05,FR,Casual,iOS,656,2024-12-29
CMP_2026_REACT_LAPSED_01,P00028,OFF_FS10,2026-01-05,FR,Casual,iOS,886,2024-05-18
CMP_2026_REACT_LAPSED_01,P00029,OFF_FS10,2026-01-04,FR,Casual,iOS,495,2024-07-21
CMP_2026_REACT_LAPSED_01,P00030,OFF_MATCH20_100,2026-01-04,FR,Casual,Web,862,2024-03-20
CMP_2026_REACT_LAPSED_01,P00031,OFF_MATCH20_100,2026-01-05,MA,Core,Web,649,2024-08-03
CMP_2026_REACT_LAPSED_01,P00032,OFF_FS10,2026-01-02,CA,Casual,Android,435,2024-05-15
CMP_2026_REACT_LAPSED_01,P00033,OFF_MATCH20_100,2026-01-02,FR,Core,Web,543,2024-01-31
CMP_2026_REACT_LAPSED_01,P00034,OFF_FS10,2026-01-05,FR,Casual,Android,546,2024-04-11
CMP_2026_REACT_LAPSED_01,P00035,OFF_FS10,2026-01-03,MA,Core,iOS,814,2024-11-17
CMP_2026_REACT_LAPSED_01,P00036,OFF_FS10,2026-01-02,BE,Casual,Web,861,2024-11-06
CMP_2026_REACT_LAPSED_01,P00037,OFF_FS10,2026-01-02,FR,Core,Android,709,2023-08-18
CMP_2026_REACT_LAPSED_01,P00038,OFF_FS10,2026-01-05,FR,Casual,Web,398,2024-04-14
CMP_2026_REACT_LAPSED_01,P00039,OFF_MATCH20_100,2026-01-03,FR,Core,iOS,472,2023-08-17
CMP_2026_REACT_LAPSED_01,P00040,OFF_MATCH20_100,2026-01-02,BE,Casual,iOS,796,2023-12-23
CMP_2026_REACT_LAPSED_01,P00041,OFF_FS10,2026-01-05,CH,Casual,Android,733,2024-08-10
CMP_2026_REACT_LAPSED_01,P00042,OFF_FS10,2026-01-03,FR,Core,Web,819,2024-04-05
CMP_2026_REACT_LAPSED_01,P00043,OFF_FS10,2026-01-02,CA,Casual,Android,659,2023-09-09
CMP_2026_REACT_LAPSED_01,P00044,OFF_FS10,2026-01-04,FR,Casual,iOS,651,2024-12-20
CMP_2026_REACT_LAPSED_01,P00045,OFF_FS10,2026-01-02,BE,Casual,Web,540,2023-11-23
CMP_2026_REACT_LAPSED_01,P00046,OFF_MATCH20_100,2026-01-03,MA,Core,Web,410,2023-10-12
CMP_2026_REACT_LAPSED_01,P00047,OFF_MATCH20_100,2026-01-04,FR,Core,Android,774,2024-10-29
CMP_2026_REACT_LAPSED_01,P00048,OFF_FS10,2026-01-04,FR,VIP,Android,388,2024-05-07
CMP_2026_REACT_LAPSED_01,P00049,OFF_MATCH20_100,2026-01-02,BE,Core,iOS,594,2023-11-04
CMP_2026_REACT_LAPSED_01,P00050,OFF_MATCH20_100,2026-01-04,FR,Casual,Web,852,2023-08-29
CMP_2026_REACT_LAPSED_01,P00051,OFF_MATCH20_100,2026-01-03,MA,Casual,Android,678,2024-05-07
CMP_2026_REACT_LAPSED_01,P00052,OFF_FS10,2026-01-05,FR,Casual,Web,655,2023-08-06
CMP_2026_REACT_LAPSED_01,P00053,OFF_MATCH20_100,2026-01-05,FR,Casual,Web,885,2023-10-24
CMP_2026_REACT_LAPSED_01,P00054,OFF_MATCH20_100,2026-01-05,MA,Casual,iOS,554,2023-12-03
CMP_2026_REACT_LAPSED_01,P00055,OFF_MATCH20_100,2026-01-02,FR,Core,iOS,720,2024-06-17
CMP_2026_REACT_LAPSED_01,P00056,OFF_FS10,2026-01-05,CA,Casual,Web,568,2024-12-19
CMP_2026_REACT_LAPSED_01,P00057,OFF_MATCH20_100,2026-01-02,FR,Core,Web,870,2023-09-11
CMP_2026_REACT_LAPSED_01,P00058,OFF_MATCH20_100,2026-01-03,FR,Core,Web,745,2023-08-15
CMP_2026_REACT_LAPSED_01,P00059,OFF_MATCH20_100,2026-01-02,FR,Core,Web,420,2023-10-11
CMP_2026_REACT_LAPSED_01,P00060,OFF_FS10,2026-01-02,FR,Casual,Web,759,2023-09-17
CMP_2026_REACT_LAPSED_01,P00061,OFF_MATCH20_100,2026-01-04,FR,Casual,Web,545,2023-07-27
CMP_2026_REACT_LAPSED_01,P00062,OFF_MATCH20_100,2026-01-05,FR,Core,Web,386,2024-08-27
CMP_2026_REACT_LAPSED_01,P00063,OFF_FS10,2026-01-03,FR,Casual,Web,774,2024-01-20
CMP_2026_REACT_LAPSED_01,P00064,OFF_MATCH20_100,2026-01-02,MA,Casual,Web,804,2024-01-09
CMP_2026_REACT_LAPSED_01,P00065,OFF_FS10,2026-01-02,MA,Casual,Android,421,2024-06-16
CMP_2026_REACT_LAPSED_01,P00066,OFF_MATCH20_100,2026-01-02,BE,Casual,Web,502,2024-10-08
CMP_2026_REACT_LAPSED_01,P00067,OFF_MATCH20_100,2026-01-05,MA,VIP,Web,679,2023-08-25
CMP_2026_REACT_LAPSED_01,P00068,OFF_MATCH20_100,2026-01-05,CA,Core,iOS,531,2024-09-17
CMP_2026_REACT_LAPSED_01,P00069,OFF_MATCH20_100,2026-01-04,FR,VIP,Android,789,2024-10-09
CMP_2026_REACT_LAPSED_01,P00070,OFF_FS10,2026-01-03,FR,Core,Web,439,2024-12-23
CMP_2026_REACT_LAPSED_01,P00071,OFF_FS10,2026-01-05,BE,Casual,Web,758,2024-12-06
CMP_2026_REACT_LAPSED_01,P00072,OFF_FS10,2026-01-02,FR,Core,iOS,899,2023-11-26
CMP_2026_REACT_LAPSED_01,P00073,OFF_MATCH20_100,2026-01-03,FR,Casual,Android,833,2024-02-16
CMP_2026_REACT_LAPSED_01,P00074,OFF_FS10,2026-01-05,MA,Core,Android,446,2024-09-11
CMP_2026_REACT_LAPSED_01,P00075,OFF_MATCH20_100,2026-01-05,MA,Casual,iOS,709,2024-07-22
CMP_2026_REACT_LAPSED_01,P00076,OFF_FS10,2026-01-02,FR,Casual,iOS,832,2024-03-21
CMP_2026_REACT_LAPSED_01,P00077,OFF_FS10,2026-01-05,BE,Core,Web,853,2024-08-16
CMP_2026_REACT_LAPSED_01,P00078,OFF_FS10,2026-01-02,BE,Casual,Web,665,2024-09-10
CMP_2026_REACT_LAPSED_01,P00079,OFF_MATCH20_100,2026-01-03,MA,Core,Web,527,2024-10-30
CMP_2026_REACT_LAPSED_01,P00080,OFF_MATCH20_100,2026-01-02,FR,Casual,Android,874,2024-11-22
CMP_2026_REACT_LAPSED_01,P00081,OFF_MATCH20_100,2026-01-05,BE,Casual,iOS,405,2023-12-15
CMP_2026_REACT_LAPSED_01,P00082,OFF_FS10,2026-01-03,FR,Casual,Web,789,2024-03-20
CMP_2026_REACT_LAPSED_01,P00083,OFF_MATCH20_100,2026-01-05,FR,Casual,Web,499,2024-06-14
CMP_2026_REACT_LAPSED_01,P00084,OFF_FS10,2026-01-05,FR,Casual,Web,514,2024-09-16
CMP_2026_REACT_LAPSED_01,P00085,OFF_MATCH20_100,2026-01-05,FR,Core,Android,742,2023-12-08
CMP_2026_REACT_LAPSED_01,P00086,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,495,2024-05-25
CMP_2026_REACT_LAPSED_01,P00087,OFF_FS10,2026-01-05,FR,Casual,Web,575,2024-07-29
CMP_2026_REACT_LAPSED_01,P00088,OFF_MATCH20_100,2026-01-05,CH,VIP,Web,812,2024-02-29
CMP_2026_REACT_LAPSED_01,P00089,OFF_MATCH20_100,2026-01-02,FR,Casual,Web,388,2023-11-24
CMP_2026_REACT_LAPSED_01,P00090,OFF_FS10,2026-01-05,CA,Core,iOS,629,2023-08-02
CMP_2026_REACT_LAPSED_01,P00091,OFF_MATCH20_100,2026-01-03,CH,Core,iOS,617,2024-01-08
CMP_2026_REACT_LAPSED_01,P00092,OFF_FS10,2026-01-05,BE,Casual,iOS,826,2024-02-04
CMP_2026_REACT_LAPSED_01,P00093,OFF_MATCH20_100,2026-01-04,CA,Casual,Android,519,2024-12-30
CMP_2026_REACT_LAPSED_01,P00094,OFF_MATCH20_100,2026-01-03,FR,Casual,Android,699,2024-06-28
CMP_2026_REACT_LAPSED_01,P00095,OFF_FS10,2026-01-03,FR,Casual,Web,776,2023-12-29
CMP_2026_REACT_LAPSED_01,P00096,OFF_MATCH20_100,2026-01-03,MA,Core,Web,831,2023-11-01
CMP_2026_REACT_LAPSED_01,P00097,OFF_FS10,2026-01-03,MA,Casual,Web,410,2024-08-02
CMP_2026_REACT_LAPSED_01,P00098,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,368,2023-07-24
CMP_2026_REACT_LAPSED_01,P00099,OFF_MATCH20_100,2026-01-05,CA,Casual,Android,832,2024-12-10
CMP_2026_REACT_LAPSED_01,P00100,OFF_FS10,2026-01-05,FR,Casual,Android,444,2024-03-11
CMP_2026_REACT_LAPSED_01,P00101,OFF_MATCH20_100,2026-01-04,FR,Casual,Web,894,2024-02-20
CMP_2026_REACT_LAPSED_01,P00102,OFF_FS10,2026-01-05,FR,Core,Android,488,2024-09-12
CMP_2026_REACT_LAPSED_01,P00103,OFF_MATCH20_100,2026-01-04,FR,Casual,iOS,429,2023-11-18
CMP_2026_REACT_LAPSED_01,P00104,OFF_FS10,2026-01-04,FR,Casual,Web,460,2024-06-01
CMP_2026_REACT_LAPSED_01,P00105,OFF_FS10,2026-01-03,MA,Casual,iOS,692,2023-11-22
CMP_2026_REACT_LAPSED_01,P00106,OFF_MATCH20_100,2026-01-05,FR,Casual,iOS,452,2024-06-20
CMP_2026_REACT_LAPSED_01,P00107,OFF_MATCH20_100,2026-01-05,FR,Casual,iOS,539,2023-08-20
CMP_2026_REACT_LAPSED_01,P00108,OFF_MATCH20_100,2026-01-05,FR,Core,Android,856,2024-03-16
CMP_2026_REACT_LAPSED_01,P00109,OFF_MATCH20_100,2026-01-04,FR,Casual,Android,803,2023-08-03
CMP_2026_REACT_LAPSED_01,P00110,OFF_FS10,2026-01-05,FR,Casual,Web,757,2024-10-10
CMP_2026_REACT_LAPSED_01,P00111,OFF_MATCH20_100,2026-01-02,FR,Casual,Web,695,2024-12-24
CMP_2026_REACT_LAPSED_01,P00112,OFF_FS10,2026-01-02,FR,VIP,Web,484,2023-08-17
CMP_2026_REACT_LAPSED_01,P00113,OFF_FS10,2026-01-03,FR,Casual,Web,410,2024-03-16
CMP_2026_REACT_LAPSED_01,P00114,OFF_MATCH20_100,2026-01-05,FR,Casual,Web,383,2024-12-10
CMP_2026_REACT_LAPSED_01,P00115,OFF_FS10,2026-01-03,FR,Casual,Web,707,2024-09-30
CMP_2026_REACT_LAPSED_01,P00116,OFF_FS10,2026-01-03,BE,Casual,Android,673,2023-12-04
CMP_2026_REACT_LAPSED_01,P00117,OFF_MATCH20_100,2026-01-02,FR,Casual,Web,537,2024-04-16
CMP_2026_REACT_LAPSED_01,P00118,OFF_FS10,2026-01-05,FR,VIP,Web,806,2024-03-27
CMP_2026_REACT_LAPSED_01,P00119,OFF_MATCH20_100,2026-01-04,FR,Casual,iOS,862,2023-12-12
CMP_2026_REACT_LAPSED_01,P00120,OFF_MATCH20_100,2026-01-04,FR,Casual,iOS,461,2024-05-09
CMP_2026_REACT_LAPSED_01,P00121,OFF_FS10,2026-01-02,FR,Casual,Web,644,2024-06-17
CMP_2026_REACT_LAPSED_01,P00122,OFF_FS10,2026-01-02,FR,Casual,Android,385,2024-11-21
CMP_2026_REACT_LAPSED_01,P00123,OFF_FS10,2026-01-03,CA,VIP,Web,646,2023-12-01
CMP_2026_REACT_LAPSED_01,P00124,OFF_MATCH20_100,2026-01-02,FR,Casual,Web,752,2024-02-20
CMP_2026_REACT_LAPSED_01,P00125,OFF_FS10,2026-01-05,MA,Casual,iOS,825,2023-08-02
CMP_2026_REACT_LAPSED_01,P00126,OFF_FS10,2026-01-05,FR,Casual,Web,560,2024-12-28
CMP_2026_REACT_LAPSED_01,P00127,OFF_FS10,2026-01-05,FR,Casual,iOS,701,2024-11-26
CMP_2026_REACT_LAPSED_01,P00128,OFF_MATCH20_100,2026-01-02,CH,Core,Android,396,2023-08-09
CMP_2026_REACT_LAPSED_01,P00129,OFF_FS10,2026-01-02,CH,Casual,Android,893,2024-07-26
CMP_2026_REACT_LAPSED_01,P00130,OFF_MATCH20_100,2026-01-05,CA,Casual,Android,368,2024-04-11
CMP_2026_REACT_LAPSED_01,P00131,OFF_FS10,2026-01-02,FR,Core,Web,616,2024-04-08
CMP_2026_REACT_LAPSED_01,P00132,OFF_MATCH20_100,2026-01-04,CA,Casual,Web,417,2023-12-28
CMP_2026_REACT_LAPSED_01,P00133,OFF_MATCH20_100,2026-01-04,CA,VIP,Android,869,2024-03-10
CMP_2026_REACT_LAPSED_01,P00134,OFF_FS10,2026-01-04,FR,Casual,Android,488,2024-09-08
CMP_2026_REACT_LAPSED_01,P00135,OFF_MATCH20_100,2026-01-05,FR,Casual,iOS,768,2024-04-19
CMP_2026_REACT_LAPSED_01,P00136,OFF_FS10,2026-01-05,BE,Core,iOS,389,2023-07-28
CMP_2026_REACT_LAPSED_01,P00137,OFF_MATCH20_100,2026-01-05,FR,Casual,Web,368,2024-04-15
CMP_2026_REACT_LAPSED_01,P00138,OFF_MATCH20_100,2026-01-03,CA,Casual,Web,435,2024-11-30
CMP_2026_REACT_LAPSED_01,P00139,OFF_FS10,2026-01-04,BE,Casual,Web,374,2023-08-11
CMP_2026_REACT_LAPSED_01,P00140,OFF_FS10,2026-01-05,CA,Core,Android,474,2024-03-05
CMP_2026_REACT_LAPSED_01,P00141,OFF_FS10,2026-01-05,FR,Casual,Web,634,2024-09-21
CMP_2026_REACT_LAPSED_01,P00142,OFF_FS10,2026-01-03,FR,Casual,Android,572,2024-09-09
CMP_2026_REACT_LAPSED_01,P00143,OFF_FS10,2026-01-02,FR,Casual,Web,762,2023-09-27
CMP_2026_REACT_LAPSED_01,P00144,OFF_FS10,2026-01-02,FR,Casual,Android,433,2024-02-04
CMP_2026_REACT_LAPSED_01,P00145,OFF_MATCH20_100,2026-01-05,CH,Casual,iOS,664,2024-12-16
CMP_2026_REACT_LAPSED_01,P00146,OFF_FS10,2026-01-03,MA,Core,Web,473,2024-07-13
CMP_2026_REACT_LAPSED_01,P00147,OFF_MATCH20_100,2026-01-02,FR,Core,iOS,830,2024-10-05
CMP_2026_REACT_LAPSED_01,P00148,OFF_FS10,2026-01-04,FR,Casual,iOS,505,2023-10-02
CMP_2026_REACT_LAPSED_01,P00149,OFF_FS10,2026-01-04,FR,Casual,iOS,533,2024-10-22
CMP_2026_REACT_LAPSED_01,P00150,OFF_MATCH20_100,2026-01-03,FR,Casual,iOS,789,2024-01-26
CMP_2026_REACT_LAPSED_01,P00151,OFF_MATCH20_100,2026-01-04,CA,Core,iOS,748,2023-09-23
CMP_2026_REACT_LAPSED_01,P00152,OFF_FS10,2026-01-03,FR,Casual,Android,523,2024-05-02
CMP_2026_REACT_LAPSED_01,P00153,OFF_FS10,2026-01-02,FR,Core,Web,479,2024-06-24
CMP_2026_REACT_LAPSED_01,P00154,OFF_MATCH20_100,2026-01-05,FR,Core,Android,680,2024-07-12
CMP_2026_REACT_LAPSED_01,P00155,OFF_FS10,2026-01-05,CA,Core,iOS,401,2023-08-31
CMP_2026_REACT_LAPSED_01,P00156,OFF_FS10,2026-01-03,FR,Casual,Web,612,2024-01-17
CMP_2026_REACT_LAPSED_01,P00157,OFF_MATCH20_100,2026-01-04,FR,Core,Android,530,2023-12-19
CMP_2026_REACT_LAPSED_01,P00158,OFF_MATCH20_100,2026-01-05,FR,Casual,Web,396,2023-08-04
CMP_2026_REACT_LAPSED_01,P00159,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,715,2024-11-16
CMP_2026_REACT_LAPSED_01,P00160,OFF_MATCH20_100,2026-01-02,FR,Casual,iOS,456,2024-06-01
CMP_2026_REACT_LAPSED_01,P00161,OFF_FS10,2026-01-02,CA,Casual,Android,881,2023-10-19
CMP_2026_REACT_LAPSED_01,P00162,OFF_MATCH20_100,2026-01-03,BE,Casual,Web,808,2023-10-17
CMP_2026_REACT_LAPSED_01,P00163,OFF_MATCH20_100,2026-01-03,FR,Core,Web,641,2024-11-23
CMP_2026_REACT_LAPSED_01,P00164,OFF_MATCH20_100,2026-01-03,FR,Core,iOS,614,2024-12-30
CMP_2026_REACT_LAPSED_01,P00165,OFF_MATCH20_100,2026-01-04,CA,Casual,iOS,793,2024-01-01
CMP_2026_REACT_LAPSED_01,P00166,OFF_FS10,2026-01-02,MA,Casual,iOS,369,2023-09-06
CMP_2026_REACT_LAPSED_01,P00167,OFF_FS10,2026-01-02,FR,Core,Web,866,2023-12-11
CMP_2026_REACT_LAPSED_01,P00168,OFF_FS10,2026-01-04,CA,Casual,Android,467,2024-02-28
CMP_2026_REACT_LAPSED_01,P00169,OFF_MATCH20_100,2026-01-04,FR,Casual,Android,629,2024-07-17
CMP_2026_REACT_LAPSED_01,P00170,OFF_MATCH20_100,2026-01-04,BE,Core,Android,487,2024-11-13
CMP_2026_REACT_LAPSED_01,P00171,OFF_FS10,2026-01-02,BE,Casual,Android,651,2024-08-05
CMP_2026_REACT_LAPSED_01,P00172,OFF_MATCH20_100,2026-01-04,MA,Casual,iOS,659,2023-12-18
CMP_2026_REACT_LAPSED_01,P00173,OFF_FS10,2026-01-02,BE,Casual,iOS,842,2024-12-27
CMP_2026_REACT_LAPSED_01,P00174,OFF_MATCH20_100,2026-01-04,FR,Casual,Android,447,2023-11-23
CMP_2026_REACT_LAPSED_01,P00175,OFF_FS10,2026-01-05,BE,Casual,Web,374,2024-10-19
CMP_2026_REACT_LAPSED_01,P00176,OFF_FS10,2026-01-04,FR,Core,iOS,749,2023-11-21
CMP_2026_REACT_LAPSED_01,P00177,OFF_FS10,2026-01-04,CA,Core,Android,556,2024-08-06
CMP_2026_REACT_LAPSED_01,P00178,OFF_FS10,2026-01-02,FR,Casual,Android,718,2024-03-29
CMP_2026_REACT_LAPSED_01,P00179,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,662,2023-10-03
CMP_2026_REACT_LAPSED_01,P00180,OFF_FS10,2026-01-03,BE,Casual,Web,379,2023-08-27
CMP_2026_REACT_LAPSED_01,P00181,OFF_MATCH20_100,2026-01-04,FR,Casual,Android,812,2024-06-23
CMP_2026_REACT_LAPSED_01,P00182,OFF_MATCH20_100,2026-01-04,BE,Casual,Android,439,2024-12-01
CMP_2026_REACT_LAPSED_01,P00183,OFF_FS10,2026-01-03,BE,Casual,Web,393,2024-08-25
CMP_2026_REACT_LAPSED_01,P00184,OFF_MATCH20_100,2026-01-03,CH,Core,iOS,875,2024-12-19
CMP_2026_REACT_LAPSED_01,P00185,OFF_FS10,2026-01-05,CA,Casual,Android,781,2023-12-07
CMP_2026_REACT_LAPSED_01,P00186,OFF_MATCH20_100,2026-01-03,FR,Casual,Android,562,2024-02-25
CMP_2026_REACT_LAPSED_01,P00187,OFF_FS10,2026-01-04,FR,Core,iOS,746,2024-06-24
CMP_2026_REACT_LAPSED_01,P00188,OFF_MATCH20_100,2026-01-02,FR,Core,Web,529,2024-08-12
CMP_2026_REACT_LAPSED_01,P00189,OFF_FS10,2026-01-03,FR,Casual,Web,729,2024-10-20
CMP_2026_REACT_LAPSED_01,P00190,OFF_FS10,2026-01-02,FR,Casual,Web,462,2023-12-05
CMP_2026_REACT_LAPSED_01,P00191,OFF_MATCH20_100,2026-01-02,CH,Casual,Web,460,2023-10-08
CMP_2026_REACT_LAPSED_01,P00192,OFF_FS10,2026-01-04,FR,Core,Web,478,2024-09-22
CMP_2026_REACT_LAPSED_01,P00193,OFF_MATCH20_100,2026-01-05,FR,Casual,iOS,895,2024-05-30
CMP_2026_REACT_LAPSED_01,P00194,OFF_MATCH20_100,2026-01-03,MA,Casual,iOS,610,2024-03-16
CMP_2026_REACT_LAPSED_01,P00195,OFF_FS10,2026-01-03,CA,Casual,Web,573,2023-08-05
CMP_2026_REACT_LAPSED_01,P00196,OFF_MATCH20_100,2026-01-05,FR,Core,Android,732,2024-10-18
CMP_2026_REACT_LAPSED_01,P00197,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,386,2024-11-02
CMP_2026_REACT_LAPSED_01,P00198,OFF_FS10,2026-01-02,CA,Casual,Web,834,2024-08-08
CMP_2026_REACT_LAPSED_01,P00199,OFF_MATCH20_100,2026-01-05,BE,Core,iOS,499,2024-01-27
CMP_2026_REACT_LAPSED_01,P00200,OFF_FS10,2026-01-02,FR,Casual,iOS,426,2024-11-19
CMP_2026_REACT_LAPSED_01,P00201,OFF_MATCH20_100,2026-01-03,FR,Casual,Web,495,2024-05-07
CMP_2026_REACT_LAPSED_01,P00202,OFF_FS10,2026-01-05,CA,Casual,Android,493,2024-01-13
CMP_2026_REACT_LAPSED_01,P00203,OFF_MATCH20_100,2026-01-04,FR,VIP,iOS,456,2024-06-03
CMP_2026_REACT_LAPSED_01,P00204,OFF_MATCH20_100,2026-01-02,MA,Core,iOS,637,2024-08-07
CMP_2026_REACT_LAPSED_01,P00205,OFF_MATCH20_100,2026-01-03,BE,Casual,Web,832,2023-09-01
CMP_2026_REACT_LAPSED_01,P00206,OFF_FS10,2026-01-03,FR,Core,iOS,883,2023-10-07
CMP_2026_REACT_LAPSED_01,P00207,OFF_MATCH20_100,2026-01-03,CA,Casual,Web,686,2023-09-09
CMP_2026_REACT_LAPSED_01,P00208,OFF_FS10,2026-01-04,FR,Casual,Web,640,2024-11-19
CMP_2026_REACT_LAPSED_01,P00209,OFF_MATCH20_100,2026-01-05,FR,Core,iOS,580,2024-11-02
CMP_2026_REACT_LAPSED_01,P00210,OFF_FS10,2026-01-02,BE,Casual,iOS,828,2023-12-10
CMP_2026_REACT_LAPSED_01,P00211,OFF_FS10,2026-01-02,FR,VIP,iOS,394,2023-10-29
CMP_2026_REACT_LAPSED_01,P00212,OFF_MATCH20_100,2026-01-05,CA,Core,Web,541,2024-01-18
CMP_2026_REACT_LAPSED_01,P00213,OFF_MATCH20_100,2026-01-05,BE,Core,Web,522,2024-08-27
CMP_2026_REACT_LAPSED_01,P00214,OFF_MATCH20_100,2026-01-05,FR,Casual,Android,539,2024-06-02
CMP_2026_REACT_LAPSED_01,P00215,OFF_MATCH20_100,2026-01-03,FR,Casual,Android,677,2024-03-22
CMP_2026_REACT_LAPSED_01,P00216,OFF_FS10,2026-01-02,FR,Casual,Android,747,2024-05-01
CMP_2026_REACT_LAPSED_01,P00217,OFF_FS10,2026-01-02,BE,Core,Web,822,2024-05-22
CMP_2026_REACT_LAPSED_01,P00218,OFF_FS10,2026-01-03,FR,Casual,Web,534,2024-03-06
CMP_2026_REACT_LAPSED_01,P00219,OFF_MATCH20_100,2026-01-02,FR,Core,Web,549,2024-11-05
CMP_2026_REACT_LAPSED_01,P00220,OFF_FS10,2026-01-05,CA,Casual,Android,450,2024-08-20
CMP_2026_REACT_LAPSED_01,P00221,OFF_FS10,2026-01-03,CA,Core,Web,424,2024-11-14
CMP_2026_REACT_LAPSED_01,P00222,OFF_FS10,2026-01-04,FR,Core,Web,631,2024-03-20
CMP_2026_REACT_LAPSED_01,P00223,OFF_FS10,2026-01-03,FR,Core,Web,419,2023-07-23
CMP_2026_REACT_LAPSED_01,P00224,OFF_FS10,2026-01-04,FR,Casual,iOS,860,2023-12-17
CMP_2026_REACT_LAPSED_01,P00225,OFF_FS10,2026-01-05,FR,Casual,iOS,440,2024-12-22
CMP_2026_REACT_LAPSED_01,P00226,OFF_FS10,2026-01-05,FR,Casual,Android,887,2024-01-14
CMP_2026_REACT_LAPSED_01,P00227,OFF_FS10,2026-01-05,FR,Casual,Web,734,2024-06-09
CMP_2026_REACT_LAPSED_01,P00228,OFF_MATCH20_100,2026-01-04,CA,Core,Web,625,2024-11-14
CMP_2026_REACT_LAPSED_01,P00229,OFF_FS10,2026-01-05,FR,Casual,Android,442,2024-09-05
CMP_2026_REACT_LAPSED_01,P00230,OFF_MATCH20_100,2026-01-02,FR,Core,Web,866,2024-04-05
CMP_2026_REACT_LAPSED_01,P00231,OFF_MATCH20_100,2026-01-02,FR,Casual,iOS,539,2024-03-15
CMP_2026_REACT_LAPSED_01,P00232,OFF_FS10,2026-01-03,FR,Casual,iOS,602,2024-12-13
CMP_2026_REACT_LAPSED_01,P00233,OFF_FS10,2026-01-05,BE,Core,Web,646,2023-10-13
CMP_2026_REACT_LAPSED_01,P00234,OFF_MATCH20_100,2026-01-03,FR,VIP,Web,680,2024-11-15
CMP_2026_REACT_LAPSED_01,P00235,OFF_FS10,2026-01-02,MA,Casual,iOS,782,2025-01-01
